CAMIS,GRADE,BORO
41178032,1,MANHATTAN
41178124,0,MANHATTAN
41178236,-1,QUEENS
41178552,0,MANHATTAN
41178622,-1,BROOKLYN
41178691,1,MANHATTAN
41178713,1,MANHATTAN
41178868,0,MANHATTAN
41178874,0,MANHATTAN
41178943,1,BRONX
41178998,0,MANHATTAN
41179005,0,MANHATTAN
41179165,0,BRONX
41179282,0,BROOKLYN
41179966,0,BRONX
41180080,0,MANHATTAN
41180122,1,BROOKLYN
41180240,1,QUEENS
41180275,1,BRONX
41180283,0,MANHATTAN
41180292,0,MANHATTAN
41180510,0,MANHATTAN
41180537,0,QUEENS
41180600,1,QUEENS
41180783,1,QUEENS
41180852,0,QUEENS
41180860,0,BROOKLYN
41181265,1,BROOKLYN
41181327,1,MANHATTAN
41181385,1,BRONX
41181390,1,BRONX
41181395,0,BROOKLYN
41181402,1,MANHATTAN
41182162,0,BROOKLYN
41182288,0,QUEENS
41182363,0,MANHATTAN
41182565,-1,STATEN ISLAND
41182682,1,STATEN ISLAND
41182721,1,QUEENS
41182732,0,BRONX
41182747,0,QUEENS
41182904,1,BROOKLYN
41183038,1,MANHATTAN
41183134,0,MANHATTAN
41183140,0,QUEENS
41183237,1,MANHATTAN
41183271,0,QUEENS
41183278,0,QUEENS
41183397,0,BRONX
41183402,0,MANHATTAN
41183438,0,QUEENS
41183605,-1,MANHATTAN
41183771,0,MANHATTAN
41183948,0,BROOKLYN
41184016,0,QUEENS
41184056,0,STATEN ISLAND
41184142,0,MANHATTAN
41184311,1,MANHATTAN
41184464,0,QUEENS
41184581,0,BROOKLYN
41184590,0,BROOKLYN
41184659,0,MANHATTAN
41184697,0,MANHATTAN
41184756,0,QUEENS
41184912,-1,MANHATTAN
41184984,0,QUEENS
41185133,0,BROOKLYN
41185214,0,BROOKLYN
41185251,0,MANHATTAN
41185333,0,BROOKLYN
41185348,0,MANHATTAN
41185699,0,QUEENS
41185792,0,MANHATTAN
41185798,0,MANHATTAN
41185899,1,MANHATTAN
41185928,1,QUEENS
41185948,0,BRONX
41186059,1,QUEENS
41186118,0,QUEENS
41186184,0,MANHATTAN
41186217,0,MANHATTAN
41186285,-1,BROOKLYN
41186427,0,STATEN ISLAND
41186643,0,BROOKLYN
41186822,1,QUEENS
41186947,1,MANHATTAN
41186948,0,QUEENS
41187502,0,MANHATTAN
41187508,1,QUEENS
41187546,0,MANHATTAN
41187577,-1,QUEENS
41187602,1,MANHATTAN
41187642,1,BRONX
41188064,0,MANHATTAN
41188374,0,MANHATTAN
41188437,-1,BROOKLYN
41188476,1,MANHATTAN
41188631,0,BROOKLYN
41188824,0,MANHATTAN
41188971,0,BRONX
41189162,0,BROOKLYN
41189176,0,MANHATTAN
41189470,0,BROOKLYN
41189485,1,QUEENS
41189590,1,MANHATTAN
41189635,-1,MANHATTAN
41189761,0,BROOKLYN
41189774,0,MANHATTAN
41189848,0,MANHATTAN
41190059,-1,BROOKLYN
41190111,0,MANHATTAN
41190258,0,BROOKLYN
41190419,0,STATEN ISLAND
41190515,1,MANHATTAN
41190538,0,BROOKLYN
41190791,1,BROOKLYN
41190814,0,QUEENS
41190952,0,QUEENS
41191334,1,MANHATTAN
41191348,0,MANHATTAN
41191355,0,MANHATTAN
41191377,1,MANHATTAN
41191417,1,QUEENS
41191438,0,BROOKLYN
41191561,0,BROOKLYN
41191695,0,MANHATTAN
41191810,0,MANHATTAN
41191856,0,MANHATTAN
41191947,0,BRONX
41192004,0,QUEENS
41192008,0,BROOKLYN
41192316,0,BRONX
41192474,0,BROOKLYN
41192508,0,MANHATTAN
41192835,0,QUEENS
41193019,0,MANHATTAN
41193088,1,MANHATTAN
41193094,0,BROOKLYN
41193113,0,BROOKLYN
41193451,0,MANHATTAN
41193517,0,QUEENS
41193629,0,BROOKLYN
41193681,0,QUEENS
41193687,0,QUEENS
41193772,0,MANHATTAN
41193976,-1,QUEENS
41194024,0,MANHATTAN
41194089,0,BROOKLYN
41194510,0,BROOKLYN
41194745,1,QUEENS
41194762,1,MANHATTAN
41194832,0,QUEENS
41194838,0,QUEENS
41194868,0,QUEENS
41194917,0,QUEENS
41194925,0,QUEENS
41195033,0,QUEENS
41195053,0,QUEENS
41195346,0,MANHATTAN
41195691,1,BRONX
41195733,1,MANHATTAN
41195747,0,MANHATTAN
41195795,0,BROOKLYN
41195945,0,MANHATTAN
41195964,0,STATEN ISLAND
41196158,0,MANHATTAN
41196536,0,BROOKLYN
41196542,0,MANHATTAN
41196869,0,BROOKLYN
41197094,0,MANHATTAN
41197195,0,QUEENS
41197199,1,MANHATTAN
41197215,0,MANHATTAN
41197352,0,BROOKLYN
41197457,0,BRONX
41197487,0,MANHATTAN
41197540,0,BROOKLYN
41197747,1,STATEN ISLAND
41197758,1,QUEENS
41197896,0,MANHATTAN
41198297,0,MANHATTAN
41198317,1,MANHATTAN
41198338,0,MANHATTAN
41198352,0,STATEN ISLAND
41198475,0,BROOKLYN
41198518,0,MANHATTAN
41198981,0,QUEENS
41198990,0,BRONX
41199139,1,MANHATTAN
41199241,1,BROOKLYN
41199482,0,BROOKLYN
41199565,1,BROOKLYN
41199571,1,MANHATTAN
41199657,1,MANHATTAN
41199771,-1,QUEENS
41199983,0,MANHATTAN
41199993,0,BRONX
41200236,0,MANHATTAN
41200490,0,MANHATTAN
41200526,0,MANHATTAN
41200686,1,BROOKLYN
41200687,0,STATEN ISLAND
41200749,0,BRONX
41200846,0,BROOKLYN
41200857,1,MANHATTAN
41200936,0,BROOKLYN
41201073,0,BROOKLYN
41201118,0,STATEN ISLAND
41201169,0,MANHATTAN
41201205,1,MANHATTAN
41201714,0,MANHATTAN
41201799,-1,MANHATTAN
41201884,0,MANHATTAN
41201903,1,QUEENS
41202176,1,MANHATTAN
41202207,0,QUEENS
41202218,0,QUEENS
41202221,0,MANHATTAN
41202349,0,BROOKLYN
41202545,0,QUEENS
41202673,1,MANHATTAN
41202725,0,QUEENS
41202797,0,MANHATTAN
41202879,1,MANHATTAN
41203218,0,STATEN ISLAND
41203328,0,QUEENS
41203533,0,MANHATTAN
41204031,0,MANHATTAN
41204246,0,BRONX
41204257,1,BROOKLYN
41204340,0,BRONX
41204470,1,MANHATTAN
41204498,1,QUEENS
41204508,0,MANHATTAN
41204525,0,BROOKLYN
41204680,1,QUEENS
41204684,0,BROOKLYN
41204715,0,BRONX
41204887,0,BRONX
41204905,0,MANHATTAN
41204942,0,MANHATTAN
41204966,1,MANHATTAN
41204971,1,QUEENS
41205254,1,BRONX
41205293,0,QUEENS
41205305,0,MANHATTAN
41205309,0,MANHATTAN
41205634,0,BROOKLYN
41205974,0,QUEENS
41206006,0,QUEENS
41206436,0,BRONX
41206524,1,BROOKLYN
41206556,0,MANHATTAN
41206618,0,BRONX
41206790,0,BROOKLYN
41206802,0,BRONX
41206905,0,BROOKLYN
41206985,0,STATEN ISLAND
41207137,1,QUEENS
41207173,0,MANHATTAN
41207574,0,MANHATTAN
41207580,1,QUEENS
41207784,0,BROOKLYN
41207793,0,BROOKLYN
41207822,0,QUEENS
41207835,0,BROOKLYN
41208011,0,QUEENS
41208080,0,MANHATTAN
41208219,0,STATEN ISLAND
41208221,0,STATEN ISLAND
41208272,1,MANHATTAN
41208402,1,BRONX
41208729,0,BROOKLYN
41208839,0,MANHATTAN
41208965,0,BROOKLYN
41209002,0,QUEENS
41209159,0,MANHATTAN
41209603,0,BRONX
41209713,0,QUEENS
41209785,0,BRONX
41209902,0,MANHATTAN
41209948,0,BROOKLYN
41209994,-1,STATEN ISLAND
41210102,0,QUEENS
41210127,1,MANHATTAN
41210181,0,QUEENS
41210339,0,STATEN ISLAND
41210485,0,MANHATTAN
41210614,0,MANHATTAN
41210694,0,QUEENS
41210703,0,STATEN ISLAND
41210712,1,BROOKLYN
41210716,0,MANHATTAN
41210953,-1,BRONX
41211246,0,MANHATTAN
41211257,1,BRONX
41211336,1,BROOKLYN
41211538,1,MANHATTAN
41211622,0,MANHATTAN
41212059,0,BROOKLYN
41212149,0,MANHATTAN
41212358,0,BRONX
41212364,1,MANHATTAN
41212437,0,BROOKLYN
41212471,0,MANHATTAN
41212475,-1,MANHATTAN
41212707,-1,BRONX
41212798,0,MANHATTAN
41212804,0,MANHATTAN
41212839,1,MANHATTAN
41212919,0,QUEENS
41213035,1,QUEENS
41213051,0,QUEENS
41213055,1,MANHATTAN
41213163,0,MANHATTAN
41213177,0,BROOKLYN
41213268,0,MANHATTAN
41213323,0,BROOKLYN
41213441,0,MANHATTAN
41213444,0,MANHATTAN
41214353,0,MANHATTAN
41214360,0,MANHATTAN
41214367,0,QUEENS
41214446,0,MANHATTAN
41214602,-1,QUEENS
41214949,0,MANHATTAN
41214960,1,BROOKLYN
41214993,0,BROOKLYN
41215164,1,MANHATTAN
41215188,1,QUEENS
41215408,0,QUEENS
41215420,0,BRONX
41215422,0,BRONX
41215423,0,BROOKLYN
41215525,0,MANHATTAN
41215734,0,MANHATTAN
41215749,1,MANHATTAN
41215975,0,BROOKLYN
41215992,1,BRONX
41215997,0,BRONX
41216071,0,BROOKLYN
41216130,0,QUEENS
41216157,-1,MANHATTAN
41216183,0,MANHATTAN
41216192,0,MANHATTAN
41216370,0,QUEENS
41216379,0,MANHATTAN
41216519,0,MANHATTAN
41216675,0,BRONX
41216685,0,BROOKLYN
41216820,0,BROOKLYN
41216872,0,QUEENS
41216873,1,BRONX
41217083,0,MANHATTAN
41217162,0,BROOKLYN
41217194,1,QUEENS
41217325,-1,QUEENS
41217329,0,BROOKLYN
41217335,0,MANHATTAN
41217475,0,BROOKLYN
41217572,0,MANHATTAN
41217591,1,STATEN ISLAND
41217606,0,BRONX
41217638,0,BRONX
41217679,-1,MANHATTAN
41217735,0,BROOKLYN
41217775,0,MANHATTAN
41217779,1,MANHATTAN
41217791,0,BRONX
41217980,0,MANHATTAN
41217992,1,QUEENS
41218096,-1,MANHATTAN
41218272,0,QUEENS
41218434,0,MANHATTAN
41218438,0,BROOKLYN
41218452,0,QUEENS
41218543,0,QUEENS
41218580,0,BROOKLYN
41218581,0,BROOKLYN
41218916,0,MANHATTAN
41218950,0,MANHATTAN
41218954,0,BROOKLYN
41219088,0,MANHATTAN
41219092,0,MANHATTAN
41219099,0,QUEENS
41219223,0,BROOKLYN
41219404,0,MANHATTAN
41219463,0,BROOKLYN
41219535,0,MANHATTAN
41219536,0,MANHATTAN
41219537,0,MANHATTAN
41219569,1,MANHATTAN
41219576,-1,BROOKLYN
41219760,0,MANHATTAN
41219793,1,MANHATTAN
41220085,0,QUEENS
41220121,1,QUEENS
41220219,0,BRONX
41220492,1,BROOKLYN
41220720,0,MANHATTAN
41220906,-1,STATEN ISLAND
41221138,1,MANHATTAN
41221154,0,MANHATTAN
41221190,0,QUEENS
41221266,1,QUEENS
41221268,0,QUEENS
41221362,0,BRONX
41221373,0,MANHATTAN
41221518,0,MANHATTAN
41221671,0,BROOKLYN
41222128,0,BRONX
41222198,0,BROOKLYN
41222245,0,MANHATTAN
41222270,0,MANHATTAN
41222296,0,BROOKLYN
41222434,0,MANHATTAN
41222437,0,MANHATTAN
41222450,0,MANHATTAN
41222453,0,MANHATTAN
41222682,0,BROOKLYN
41222699,1,BROOKLYN
41222773,0,MANHATTAN
41222832,0,MANHATTAN
41222931,0,BRONX
41222982,0,QUEENS
41223011,0,MANHATTAN
41223165,1,BROOKLYN
41223224,0,BROOKLYN
41223396,0,MANHATTAN
41223399,0,MANHATTAN
41223492,0,MANHATTAN
41223754,0,MANHATTAN
41223822,0,MANHATTAN
41223834,0,MANHATTAN
41223838,0,QUEENS
41224120,0,BRONX
41224318,0,QUEENS
41224360,1,BROOKLYN
41224381,1,BROOKLYN
41224482,0,MANHATTAN
41224493,0,QUEENS
41224592,0,MANHATTAN
41224664,0,MANHATTAN
41224668,0,QUEENS
41224703,1,MANHATTAN
41224932,1,MANHATTAN
41224938,0,BROOKLYN
41224945,1,BROOKLYN
41224979,0,QUEENS
41224985,0,MANHATTAN
41225172,0,QUEENS
41225179,0,MANHATTAN
41225181,0,MANHATTAN
41225183,0,MANHATTAN
41225222,0,MANHATTAN
41225243,0,MANHATTAN
41225253,1,MANHATTAN
41225294,0,BROOKLYN
41225392,0,MANHATTAN
41225414,0,MANHATTAN
41225436,-1,BROOKLYN
41225503,0,MANHATTAN
41225678,1,QUEENS
41225718,0,BROOKLYN
41225826,0,BROOKLYN
41225880,0,QUEENS
41225996,0,BROOKLYN
41226004,0,MANHATTAN
41226031,0,MANHATTAN
41226130,1,BROOKLYN
41226135,0,QUEENS
41226225,0,BROOKLYN
41226387,-1,MANHATTAN
41226396,0,QUEENS
41226548,0,MANHATTAN
41226690,0,BROOKLYN
41226719,0,QUEENS
41226798,1,QUEENS
41226816,0,QUEENS
41226851,0,BROOKLYN
41226870,0,QUEENS
41226964,1,MANHATTAN
41226969,0,MANHATTAN
41227008,0,MANHATTAN
41227024,1,QUEENS
41227169,0,QUEENS
41227184,1,MANHATTAN
41227203,0,BRONX
41227212,0,QUEENS
41227319,0,BROOKLYN
41227603,0,BROOKLYN
41227684,0,BROOKLYN
41227712,1,BROOKLYN
41227842,0,BRONX
41227884,0,MANHATTAN
41227925,0,QUEENS
41228009,0,QUEENS
41228172,0,MANHATTAN
41228236,0,MANHATTAN
41228286,0,MANHATTAN
41228301,0,MANHATTAN
41228468,0,MANHATTAN
41228483,1,MANHATTAN
41228752,0,QUEENS
41228760,0,MANHATTAN
41228799,0,BROOKLYN
41228810,0,QUEENS
41228956,1,MANHATTAN
41229106,1,MANHATTAN
41229111,0,BROOKLYN
41229154,1,MANHATTAN
41229180,0,MANHATTAN
41229234,1,MANHATTAN
41229295,0,BROOKLYN
41229416,1,MANHATTAN
41229799,0,MANHATTAN
41230004,0,MANHATTAN
41230012,0,MANHATTAN
41230254,0,QUEENS
41230437,-1,MANHATTAN
41230445,0,MANHATTAN
41230533,0,BROOKLYN
41230536,0,BROOKLYN
41230741,0,MANHATTAN
41230776,0,BROOKLYN
41230965,0,QUEENS
41231005,0,BROOKLYN
41231024,0,BROOKLYN
41231060,1,MANHATTAN
41231076,0,QUEENS
41231085,1,MANHATTAN
41231138,0,BRONX
41231284,1,MANHATTAN
41231342,0,BRONX
41231473,0,BROOKLYN
41231500,0,QUEENS
41231506,0,BROOKLYN
41231555,0,MANHATTAN
41231634,1,QUEENS
41231645,1,MANHATTAN
41231660,0,BRONX
41231878,0,MANHATTAN
41231920,0,MANHATTAN
41231957,1,MANHATTAN
41232100,0,QUEENS
41232102,1,MANHATTAN
41232125,0,BROOKLYN
41232290,0,BROOKLYN
41232292,1,BRONX
41232504,0,MANHATTAN
41232578,0,BRONX
41232708,0,BRONX
41232711,1,MANHATTAN
41232726,1,MANHATTAN
41232741,1,MANHATTAN
41232778,0,BRONX
41232846,1,MANHATTAN
41232877,1,QUEENS
41232890,0,MANHATTAN
41232906,-1,QUEENS
41233053,1,BRONX
41233156,0,MANHATTAN
41233172,0,QUEENS
41233277,0,MANHATTAN
41233392,1,BROOKLYN
41233430,1,QUEENS
41233473,0,BRONX
41233476,1,MANHATTAN
41233598,0,MANHATTAN
41233787,0,BRONX
41233904,0,BRONX
41233916,0,BROOKLYN
41234126,1,MANHATTAN
41234254,-1,MANHATTAN
41234310,0,MANHATTAN
41234471,0,QUEENS
41234608,1,QUEENS
41234610,1,MANHATTAN
41234821,1,MANHATTAN
41234910,1,BROOKLYN
41234950,0,MANHATTAN
41235027,0,BRONX
41235038,1,MANHATTAN
41235083,0,QUEENS
41235112,0,QUEENS
41235116,1,QUEENS
41235119,0,QUEENS
41235123,0,QUEENS
41235134,0,BROOKLYN
41235245,0,MANHATTAN
41235305,0,MANHATTAN
41235437,1,MANHATTAN
41235443,0,MANHATTAN
41235462,0,MANHATTAN
41235476,1,BRONX
41235492,0,BRONX
41235545,0,QUEENS
41235592,0,MANHATTAN
41235687,0,BROOKLYN
41235694,0,STATEN ISLAND
41235890,0,BRONX
41235974,0,MANHATTAN
41236119,0,MANHATTAN
41236123,1,BRONX
41236257,0,BROOKLYN
41236258,0,BROOKLYN
41236269,1,QUEENS
41236296,0,QUEENS
41236310,0,BRONX
41236336,1,MANHATTAN
41236382,0,BROOKLYN
41236388,0,BROOKLYN
41236401,0,BROOKLYN
41236405,0,BROOKLYN
41236410,0,BROOKLYN
41236413,0,BROOKLYN
41236466,0,BROOKLYN
41236480,0,BROOKLYN
41236497,0,MANHATTAN
41236501,0,MANHATTAN
41236517,0,MANHATTAN
41236537,1,QUEENS
41236562,0,STATEN ISLAND
41236577,0,MANHATTAN
41236580,0,QUEENS
41236623,0,MANHATTAN
41236763,0,MANHATTAN
41236780,-1,QUEENS
41236893,-1,BROOKLYN
41237074,0,MANHATTAN
41237165,0,MANHATTAN
41237228,1,BROOKLYN
41237250,0,QUEENS
41237280,0,MANHATTAN
41237293,0,QUEENS
41237535,0,BROOKLYN
41237575,0,QUEENS
41237579,0,MANHATTAN
41237648,0,QUEENS
41237754,0,MANHATTAN
41237756,0,QUEENS
41237824,1,STATEN ISLAND
41237861,0,MANHATTAN
41237926,0,MANHATTAN
41238041,0,MANHATTAN
41238082,0,BROOKLYN
41238106,0,BROOKLYN
41238165,1,QUEENS
41238204,1,BRONX
41238209,0,MANHATTAN
41238222,-1,BRONX
41238372,0,QUEENS
41238494,1,BROOKLYN
41238508,0,MANHATTAN
41238635,0,BROOKLYN
41238639,0,MANHATTAN
41238641,0,MANHATTAN
41238707,1,BROOKLYN
41238965,0,BROOKLYN
41238970,0,BROOKLYN
41239167,0,MANHATTAN
41239197,0,MANHATTAN
41239252,0,MANHATTAN
41239497,-1,BRONX
41239693,0,QUEENS
41239724,1,QUEENS
41239807,0,QUEENS
41239831,0,MANHATTAN
41239887,0,BROOKLYN
41239934,0,MANHATTAN
41239953,1,BRONX
41240002,0,MANHATTAN
41240119,0,MANHATTAN
41240424,0,MANHATTAN
41240455,0,MANHATTAN
41240513,1,QUEENS
41240553,0,STATEN ISLAND
41240596,0,STATEN ISLAND
41240624,0,MANHATTAN
41240648,1,QUEENS
41240850,0,BROOKLYN
41241023,0,BROOKLYN
41241156,0,QUEENS
41241252,1,BROOKLYN
41241298,1,BROOKLYN
41241377,0,MANHATTAN
41241483,0,BRONX
41241532,1,MANHATTAN
41241627,0,BRONX
41241630,0,MANHATTAN
41241636,0,MANHATTAN
41241639,0,MANHATTAN
41241694,0,MANHATTAN
41241730,0,MANHATTAN
41241757,1,MANHATTAN
41241802,0,BROOKLYN
41242004,0,QUEENS
41242073,0,MANHATTAN
41242146,0,MANHATTAN
41242148,0,MANHATTAN
41242190,0,MANHATTAN
41242225,0,MANHATTAN
41242232,1,BROOKLYN
41242234,0,MANHATTAN
41242241,0,MANHATTAN
41242254,0,MANHATTAN
41242270,1,MANHATTAN
41242281,0,MANHATTAN
41242285,0,BROOKLYN
41242376,1,MANHATTAN
41242462,0,BROOKLYN
41242701,0,QUEENS
41242716,1,BRONX
41242907,1,BRONX
41242943,0,MANHATTAN
41242968,0,BROOKLYN
41243023,0,MANHATTAN
41243055,0,BRONX
41243427,1,MANHATTAN
41243466,1,QUEENS
41243472,0,MANHATTAN
41243506,0,BROOKLYN
41243535,1,MANHATTAN
41243544,1,BROOKLYN
41243693,0,QUEENS
41243754,0,MANHATTAN
41243824,0,MANHATTAN
41243875,1,QUEENS
41243880,0,QUEENS
41244007,1,QUEENS
41244008,0,MANHATTAN
41244032,1,BRONX
41244056,1,QUEENS
41244057,0,BROOKLYN
41244267,0,MANHATTAN
41244358,0,MANHATTAN
41244379,1,QUEENS
41244429,0,QUEENS
41244494,0,BROOKLYN
41244516,1,QUEENS
41244923,0,MANHATTAN
41244947,0,MANHATTAN
41245387,0,BROOKLYN
41245401,0,QUEENS
41245444,0,BROOKLYN
41245450,0,QUEENS
41245474,0,MANHATTAN
41245488,0,BROOKLYN
41245491,0,MANHATTAN
41245496,0,MANHATTAN
41245535,0,MANHATTAN
41245538,0,MANHATTAN
41245701,1,BRONX
41245711,0,BROOKLYN
41245735,1,MANHATTAN
41245736,0,MANHATTAN
41245794,1,BROOKLYN
41246004,0,MANHATTAN
41246054,1,BRONX
41246144,0,BROOKLYN
41246253,0,BRONX
41246255,0,MANHATTAN
41246298,0,QUEENS
41246308,1,BROOKLYN
41246322,0,QUEENS
41246370,1,BROOKLYN
41246444,0,MANHATTAN
41246487,0,BROOKLYN
41246521,0,BROOKLYN
41246549,0,MANHATTAN
41246655,0,BRONX
41246747,0,MANHATTAN
41246771,1,QUEENS
41246951,0,MANHATTAN
41246958,0,BROOKLYN
41247133,1,BROOKLYN
41247143,0,BROOKLYN
41247152,0,QUEENS
41247170,1,MANHATTAN
41247222,0,MANHATTAN
41247331,0,BROOKLYN
41247333,-1,QUEENS
41247493,1,BRONX
41247535,0,BRONX
41247539,0,BRONX
41247555,0,QUEENS
41247560,1,BROOKLYN
41247570,0,QUEENS
41247576,0,QUEENS
41247587,0,QUEENS
41247611,0,MANHATTAN
41247789,-1,QUEENS
41248228,0,MANHATTAN
41248230,0,MANHATTAN
41248529,1,MANHATTAN
41248571,0,STATEN ISLAND
41248584,1,MANHATTAN
41248591,0,MANHATTAN
41248845,1,BROOKLYN
41248866,1,MANHATTAN
41249034,0,BRONX
41249054,-1,QUEENS
41249082,0,MANHATTAN
41249167,0,MANHATTAN
41249343,0,BROOKLYN
41249345,0,MANHATTAN
41249363,0,MANHATTAN
41249394,0,MANHATTAN
41249417,0,STATEN ISLAND
41249550,0,MANHATTAN
41249587,1,BRONX
41249600,0,BRONX
41249648,0,MANHATTAN
41249655,0,QUEENS
41249790,0,BROOKLYN
41250025,0,MANHATTAN
41250031,0,QUEENS
41250217,0,BROOKLYN
41250276,0,BROOKLYN
41250435,0,BROOKLYN
41250454,0,MANHATTAN
41250480,1,BRONX
41250498,0,BRONX
41250519,0,MANHATTAN
41250529,0,QUEENS
41250623,0,MANHATTAN
41250661,0,MANHATTAN
41250691,0,MANHATTAN
41250710,0,MANHATTAN
41250770,0,MANHATTAN
41250834,1,QUEENS
41250984,0,BROOKLYN
41251040,1,MANHATTAN
41251140,1,MANHATTAN
41251199,1,QUEENS
41251243,0,MANHATTAN
41251327,0,QUEENS
41251337,1,QUEENS
41251541,0,BRONX
41251661,0,BROOKLYN
41251712,0,QUEENS
41251789,0,BROOKLYN
41251791,0,MANHATTAN
41251802,1,QUEENS
41252033,0,BROOKLYN
41252043,0,BROOKLYN
41252052,0,MANHATTAN
41252132,0,MANHATTAN
41252214,0,MANHATTAN
41252382,0,MANHATTAN
41252384,0,MANHATTAN
41252417,0,QUEENS
41252528,0,QUEENS
41252759,0,MANHATTAN
41252771,0,MANHATTAN
41252980,0,QUEENS
41253085,0,BROOKLYN
41253206,0,MANHATTAN
41253239,0,BROOKLYN
41253241,0,BROOKLYN
41253389,0,BROOKLYN
41253401,1,MANHATTAN
41253406,0,QUEENS
41253552,0,QUEENS
41253814,1,MANHATTAN
41253818,0,MANHATTAN
41253845,1,MANHATTAN
41253988,1,QUEENS
41254287,0,MANHATTAN
41254297,1,MANHATTAN
41254301,0,STATEN ISLAND
41254531,-1,BROOKLYN
41254605,0,BROOKLYN
41254686,0,BROOKLYN
41254820,0,MANHATTAN
41254832,-1,MANHATTAN
41254923,0,MANHATTAN
41254984,0,QUEENS
41254998,0,BRONX
41255037,1,BROOKLYN
41255071,0,BROOKLYN
41255152,0,BROOKLYN
41255267,0,MANHATTAN
41255390,1,BRONX
41255436,0,MANHATTAN
41255453,1,MANHATTAN
41255465,0,BROOKLYN
41255575,0,BROOKLYN
41255592,-1,QUEENS
41255963,0,BROOKLYN
41256007,1,MANHATTAN
41256036,1,BROOKLYN
41256155,1,MANHATTAN
41256254,1,QUEENS
41256288,0,QUEENS
41256363,0,QUEENS
41256599,0,MANHATTAN
41256607,1,MANHATTAN
41257023,0,BROOKLYN
41257059,0,STATEN ISLAND
41257223,1,QUEENS
41257226,1,QUEENS
41257259,0,QUEENS
41257282,0,BROOKLYN
41257427,0,BROOKLYN
41257592,1,BRONX
41257727,0,STATEN ISLAND
41257734,0,QUEENS
41257749,1,STATEN ISLAND
41257877,0,MANHATTAN
41257879,0,MANHATTAN
41257914,0,STATEN ISLAND
41258107,0,BROOKLYN
41258111,0,BROOKLYN
41258116,0,BROOKLYN
41258145,1,QUEENS
41258209,0,BROOKLYN
41258369,0,BROOKLYN
41258465,0,BROOKLYN
41258524,0,BROOKLYN
41258550,0,QUEENS
41258669,0,MANHATTAN
41258823,0,BRONX
41258837,0,BRONX
41258880,0,QUEENS
41258881,0,QUEENS
41258882,0,QUEENS
41258883,0,QUEENS
41259025,0,STATEN ISLAND
41259230,0,MANHATTAN
41259249,0,MANHATTAN
41259444,1,BROOKLYN
41259452,0,STATEN ISLAND
41259512,0,MANHATTAN
41259517,1,MANHATTAN
41259632,0,MANHATTAN
41259672,-1,BRONX
41259772,0,MANHATTAN
41259825,0,STATEN ISLAND
41259890,0,MANHATTAN
41260089,0,QUEENS
41260314,0,BROOKLYN
41260427,0,STATEN ISLAND
41260583,-1,QUEENS
41260669,1,QUEENS
41260715,1,BROOKLYN
41260744,0,MANHATTAN
41260791,-1,QUEENS
41260838,0,MANHATTAN
41260944,0,QUEENS
41261090,0,MANHATTAN
41261148,0,BRONX
41261199,0,BROOKLYN
41261371,0,BRONX
41261564,0,QUEENS
41261620,0,BROOKLYN
41262132,0,BRONX
41262161,0,BROOKLYN
41262328,0,MANHATTAN
41262331,0,MANHATTAN
41262369,-1,MANHATTAN
41262487,0,MANHATTAN
41262492,0,MANHATTAN
41262493,0,BRONX
41262497,0,MANHATTAN
41262775,1,MANHATTAN
41262792,1,MANHATTAN
41262797,0,QUEENS
41262804,1,BRONX
41262846,1,BRONX
41262936,1,QUEENS
41263101,0,QUEENS
41263122,0,MANHATTAN
41263130,0,BROOKLYN
41263308,0,BROOKLYN
41263394,0,MANHATTAN
41263395,0,MANHATTAN
41263491,0,BROOKLYN
41263532,0,QUEENS
41263568,0,QUEENS
41263597,1,BROOKLYN
41263738,0,BRONX
41263773,0,QUEENS
41263780,0,MANHATTAN
41263870,0,BROOKLYN
41263873,0,BROOKLYN
41263878,0,BROOKLYN
41263879,1,MANHATTAN
41263883,0,BROOKLYN
41263890,0,MANHATTAN
41263893,0,BROOKLYN
41263898,0,BROOKLYN
41263909,0,MANHATTAN
41263910,0,BROOKLYN
41264019,0,MANHATTAN
41264022,0,QUEENS
41264071,0,MANHATTAN
41264084,1,MANHATTAN
41264160,1,BROOKLYN
41264387,1,QUEENS
41264485,0,BROOKLYN
41264490,0,BROOKLYN
41264502,0,BROOKLYN
41264511,0,BROOKLYN
41264513,1,BROOKLYN
41264518,0,MANHATTAN
41264529,1,MANHATTAN
41264671,0,MANHATTAN
41264877,0,MANHATTAN
41264944,0,MANHATTAN
41265157,0,BRONX
41265263,0,QUEENS
41265299,0,QUEENS
41265421,0,QUEENS
41265425,-1,QUEENS
41265462,0,MANHATTAN
41265511,0,MANHATTAN
41265530,0,QUEENS
41265576,0,BROOKLYN
41265582,0,QUEENS
41265584,1,BROOKLYN
41265586,0,MANHATTAN
41265619,0,QUEENS
41265805,1,QUEENS
41265836,0,BRONX
41265897,0,STATEN ISLAND
41265902,0,BRONX
41265961,0,BRONX
41266025,0,MANHATTAN
41266072,0,QUEENS
41266330,0,MANHATTAN
41266356,0,BROOKLYN
41266395,1,BROOKLYN
41266591,0,MANHATTAN
41266621,1,MANHATTAN
41266854,0,BROOKLYN
41266866,0,STATEN ISLAND
41266955,0,QUEENS
41267063,0,BROOKLYN
41267080,1,QUEENS
41267350,-1,BROOKLYN
41267359,-1,MANHATTAN
41267372,0,QUEENS
41267394,1,BROOKLYN
41267399,0,MANHATTAN
