CAMIS,GRADE,BORO
50005307,0,MANHATTAN
50005309,0,BRONX
50005314,1,BRONX
50005317,0,MANHATTAN
50005320,1,MANHATTAN
50005327,0,BROOKLYN
50005330,0,MANHATTAN
50005331,0,MANHATTAN
50005340,0,QUEENS
50005341,0,QUEENS
50005345,0,MANHATTAN
50005347,0,BRONX
50005349,0,BROOKLYN
50005351,0,BROOKLYN
50005353,0,BROOKLYN
50005361,1,BROOKLYN
50005363,0,BROOKLYN
50005370,0,QUEENS
50005371,1,BRONX
50005375,0,MANHATTAN
50005377,0,QUEENS
50005379,0,BROOKLYN
50005384,0,STATEN ISLAND
50005390,0,MANHATTAN
50005395,0,QUEENS
50005398,1,QUEENS
50005403,0,QUEENS
50005404,0,BROOKLYN
50005405,1,MANHATTAN
50005411,0,QUEENS
50005413,0,STATEN ISLAND
50005414,0,MANHATTAN
50005416,0,BROOKLYN
50005427,0,QUEENS
50005429,0,QUEENS
50005438,0,BROOKLYN
50005440,0,BROOKLYN
50005442,0,QUEENS
50005443,0,MANHATTAN
50005444,0,MANHATTAN
50005446,0,MANHATTAN
50005447,0,QUEENS
50005451,0,QUEENS
50005457,0,MANHATTAN
50005465,0,BROOKLYN
50005466,0,BROOKLYN
50005469,0,BRONX
50005471,0,BROOKLYN
50005474,0,BROOKLYN
50005475,0,QUEENS
50005477,0,QUEENS
50005479,0,QUEENS
50005480,0,MANHATTAN
50005481,0,BROOKLYN
50005482,0,BROOKLYN
50005484,0,BROOKLYN
50005485,0,BRONX
50005487,0,BROOKLYN
50005490,0,QUEENS
50005493,0,QUEENS
50005494,0,QUEENS
50005498,0,BRONX
50005499,0,MANHATTAN
50005503,0,BROOKLYN
50005508,0,MANHATTAN
50005509,0,QUEENS
50005513,0,BRONX
50005515,0,BROOKLYN
50005516,0,STATEN ISLAND
50005523,0,BROOKLYN
50005527,0,MANHATTAN
50005533,0,BROOKLYN
50005543,0,MANHATTAN
50005544,0,MANHATTAN
50005547,0,MANHATTAN
50005548,0,BROOKLYN
50005551,0,BROOKLYN
50005552,0,MANHATTAN
50005556,0,STATEN ISLAND
50005560,0,MANHATTAN
50005564,0,MANHATTAN
50005569,0,BROOKLYN
50005570,0,BROOKLYN
50005576,0,BRONX
50005580,0,QUEENS
50005583,0,BROOKLYN
50005585,0,MANHATTAN
50005586,0,MANHATTAN
50005588,1,MANHATTAN
50005589,0,BRONX
50005590,0,MANHATTAN
50005591,0,BRONX
50005592,0,MANHATTAN
50005594,0,MANHATTAN
50005595,0,QUEENS
50005599,-1,MANHATTAN
50005601,1,MANHATTAN
50005603,0,QUEENS
50005608,0,BROOKLYN
50005612,0,BROOKLYN
50005613,0,STATEN ISLAND
50005614,0,BRONX
50005615,0,BROOKLYN
50005627,0,BROOKLYN
50005628,0,BROOKLYN
50005629,0,MANHATTAN
50005630,0,MANHATTAN
50005634,0,MANHATTAN
50005641,0,MANHATTAN
50005642,0,MANHATTAN
50005643,0,BRONX
50005648,0,MANHATTAN
50005649,0,BRONX
50005650,0,MANHATTAN
50005653,1,QUEENS
50005654,0,BRONX
50005655,0,BROOKLYN
50005656,0,MANHATTAN
50005660,0,QUEENS
50005663,0,BROOKLYN
50005664,0,BROOKLYN
50005665,0,BROOKLYN
50005669,-1,QUEENS
50005672,1,BROOKLYN
50005674,0,BROOKLYN
50005675,0,MANHATTAN
50005678,0,BROOKLYN
50005683,0,BROOKLYN
50005684,0,QUEENS
50005685,1,BROOKLYN
50005688,0,BROOKLYN
50005689,0,BROOKLYN
50005690,0,BROOKLYN
50005692,0,QUEENS
50005693,0,BRONX
50005694,0,MANHATTAN
50005702,0,BRONX
50005707,0,BROOKLYN
50005709,0,QUEENS
50005710,0,MANHATTAN
50005712,0,BROOKLYN
50005714,0,MANHATTAN
50005715,0,STATEN ISLAND
50005723,0,MANHATTAN
50005724,0,MANHATTAN
50005729,0,MANHATTAN
50005732,0,MANHATTAN
50005737,0,BRONX
50005741,0,BROOKLYN
50005742,0,MANHATTAN
50005744,0,MANHATTAN
50005747,0,MANHATTAN
50005755,0,BROOKLYN
50005757,0,QUEENS
50005758,0,QUEENS
50005759,0,QUEENS
50005760,0,BROOKLYN
50005771,0,MANHATTAN
50005772,0,BROOKLYN
50005775,-1,MANHATTAN
50005780,1,BRONX
50005783,0,QUEENS
50005784,0,QUEENS
50005788,0,BROOKLYN
50005789,0,MANHATTAN
50005796,0,QUEENS
50005800,1,QUEENS
50005801,0,BROOKLYN
50005805,0,MANHATTAN
50005807,0,QUEENS
50005809,0,MANHATTAN
50005819,0,QUEENS
50005823,0,MANHATTAN
50005828,0,BROOKLYN
50005831,0,MANHATTAN
50005848,1,MANHATTAN
50005849,0,QUEENS
50005852,0,MANHATTAN
50005853,1,MANHATTAN
50005854,1,QUEENS
50005855,0,BROOKLYN
50005856,0,BROOKLYN
50005858,0,BROOKLYN
50005860,1,MANHATTAN
50005871,0,MANHATTAN
50005874,0,BROOKLYN
50005876,0,MANHATTAN
50005880,0,BROOKLYN
50005881,0,MANHATTAN
50005883,0,QUEENS
50005885,0,MANHATTAN
50005886,0,QUEENS
50005889,0,BROOKLYN
50005892,0,BRONX
50005893,-1,QUEENS
50005895,0,BROOKLYN
50005897,0,STATEN ISLAND
50005900,0,BROOKLYN
50005906,0,MANHATTAN
50005921,0,BRONX
50005923,0,QUEENS
50005924,0,MANHATTAN
50005926,0,BROOKLYN
50005932,1,MANHATTAN
50005934,1,MANHATTAN
50005937,0,MANHATTAN
50005938,0,QUEENS
50005940,0,MANHATTAN
50005943,0,BROOKLYN
50005944,0,BROOKLYN
50005945,0,BROOKLYN
50005951,1,QUEENS
50005954,0,MANHATTAN
50005957,0,QUEENS
50005960,0,MANHATTAN
50005965,0,QUEENS
50005966,0,BROOKLYN
50005974,0,MANHATTAN
50005980,0,BRONX
50005981,0,QUEENS
50005983,0,MANHATTAN
50005984,0,BROOKLYN
50005987,0,BROOKLYN
50005991,0,BROOKLYN
50005996,0,BROOKLYN
50005997,0,QUEENS
50006002,0,MANHATTAN
50006009,0,STATEN ISLAND
50006010,0,BROOKLYN
50006011,0,MANHATTAN
50006012,0,MANHATTAN
50006013,0,MANHATTAN
50006033,-1,BROOKLYN
50006039,1,BROOKLYN
50006041,0,MANHATTAN
50006042,0,MANHATTAN
50006045,0,QUEENS
50006046,0,BROOKLYN
50006048,0,BRONX
50006055,0,QUEENS
50006070,0,QUEENS
50006071,0,MANHATTAN
50006073,0,QUEENS
50006078,0,BROOKLYN
50006079,0,QUEENS
50006080,0,QUEENS
50006082,1,BROOKLYN
50006083,0,QUEENS
50006084,0,BROOKLYN
50006089,0,STATEN ISLAND
50006093,0,QUEENS
50006096,1,BROOKLYN
50006097,0,MANHATTAN
50006098,0,BROOKLYN
50006102,0,MANHATTAN
50006106,0,MANHATTAN
50006109,0,BRONX
50006110,0,MANHATTAN
50006111,0,MANHATTAN
50006114,0,MANHATTAN
50006115,0,QUEENS
50006116,0,QUEENS
50006129,0,BROOKLYN
50006135,0,QUEENS
50006145,0,BRONX
50006147,0,MANHATTAN
50006149,0,MANHATTAN
50006151,0,BROOKLYN
50006153,1,MANHATTAN
50006158,0,MANHATTAN
50006167,1,MANHATTAN
50006173,0,BRONX
50006175,0,BROOKLYN
50006176,0,QUEENS
50006181,0,QUEENS
50006190,0,BROOKLYN
50006191,0,BROOKLYN
50006200,0,BRONX
50006202,0,QUEENS
50006206,0,MANHATTAN
50006208,1,MANHATTAN
50006210,0,QUEENS
50006211,0,MANHATTAN
50006213,0,MANHATTAN
50006214,0,MANHATTAN
50006215,1,MANHATTAN
50006216,0,BROOKLYN
50006223,0,MANHATTAN
50006225,0,BRONX
50006227,0,MANHATTAN
50006230,0,QUEENS
50006232,0,BRONX
50006235,1,MANHATTAN
50006236,0,BROOKLYN
50006240,0,MANHATTAN
50006244,0,MANHATTAN
50006252,0,MANHATTAN
50006255,0,QUEENS
50006260,0,MANHATTAN
50006264,1,BROOKLYN
50006265,0,QUEENS
50006268,1,BRONX
50006271,0,QUEENS
50006275,0,MANHATTAN
50006278,0,MANHATTAN
50006281,1,BRONX
50006285,0,MANHATTAN
50006286,1,BROOKLYN
50006295,0,BRONX
50006296,0,MANHATTAN
50006298,0,MANHATTAN
50006308,0,QUEENS
50006310,0,MANHATTAN
50006311,0,QUEENS
50006312,0,BROOKLYN
50006314,0,MANHATTAN
50006318,0,MANHATTAN
50006319,0,MANHATTAN
50006320,0,MANHATTAN
50006323,0,BROOKLYN
50006329,0,MANHATTAN
50006337,0,MANHATTAN
50006339,0,BROOKLYN
50006343,0,MANHATTAN
50006344,0,QUEENS
50006345,0,MANHATTAN
50006347,0,MANHATTAN
50006349,0,MANHATTAN
50006350,0,STATEN ISLAND
50006351,0,MANHATTAN
50006360,0,MANHATTAN
50006369,0,BROOKLYN
50006377,1,QUEENS
50006379,0,STATEN ISLAND
50006381,0,BROOKLYN
50006392,0,BROOKLYN
50006395,0,QUEENS
50006398,0,BROOKLYN
50006399,0,BROOKLYN
50006404,0,BRONX
50006410,0,BROOKLYN
50006411,0,MANHATTAN
50006412,0,BROOKLYN
50006419,0,BROOKLYN
50006420,0,BROOKLYN
50006423,0,MANHATTAN
50006427,1,QUEENS
50006436,0,QUEENS
50006439,0,MANHATTAN
50006441,0,MANHATTAN
50006458,0,BROOKLYN
50006461,0,BROOKLYN
50006464,0,BRONX
50006470,0,QUEENS
50006471,0,MANHATTAN
50006474,0,BRONX
50006477,0,QUEENS
50006479,0,BROOKLYN
50006485,0,BROOKLYN
50006488,1,MANHATTAN
50006519,0,QUEENS
50006521,0,BRONX
50006522,0,QUEENS
50006528,0,QUEENS
50006532,0,BROOKLYN
50006537,0,BROOKLYN
50006539,0,BRONX
50006541,0,BRONX
50006542,0,BROOKLYN
50006543,1,BROOKLYN
50006550,0,BROOKLYN
50006551,0,BROOKLYN
50006552,0,MANHATTAN
50006556,1,QUEENS
50006557,0,MANHATTAN
50006574,0,MANHATTAN
50006577,0,MANHATTAN
50006579,0,QUEENS
50006580,0,QUEENS
50006582,0,MANHATTAN
50006583,0,MANHATTAN
50006584,1,BROOKLYN
50006594,0,MANHATTAN
50006597,0,QUEENS
50006599,0,BROOKLYN
50006605,0,BROOKLYN
50006606,0,BRONX
50006609,0,QUEENS
50006613,0,BROOKLYN
50006614,0,MANHATTAN
50006618,1,QUEENS
50006622,0,BROOKLYN
50006635,0,BROOKLYN
50006637,0,QUEENS
50006640,0,MANHATTAN
50006657,0,QUEENS
50006664,0,MANHATTAN
50006668,1,MANHATTAN
50006672,0,MANHATTAN
50006673,0,MANHATTAN
50006679,0,BROOKLYN
50006691,0,QUEENS
50006695,0,MANHATTAN
50006702,0,STATEN ISLAND
50006703,0,BRONX
50006705,1,BROOKLYN
50006735,0,MANHATTAN
50006738,0,MANHATTAN
50006741,0,MANHATTAN
50006752,1,MANHATTAN
50006761,0,BROOKLYN
50006762,0,BROOKLYN
50006763,0,QUEENS
50006765,0,BROOKLYN
50006769,0,MANHATTAN
50006776,0,QUEENS
50006777,0,BRONX
50006786,0,QUEENS
50006789,1,BROOKLYN
50006791,0,BRONX
50006794,0,BROOKLYN
50006795,0,QUEENS
50006796,0,BROOKLYN
50006799,0,MANHATTAN
50006804,0,STATEN ISLAND
50006810,0,MANHATTAN
50006812,0,MANHATTAN
50006813,1,BROOKLYN
50006816,0,BROOKLYN
50006817,1,MANHATTAN
50006823,0,STATEN ISLAND
50006824,1,BROOKLYN
50006956,0,MANHATTAN
50006959,0,BROOKLYN
50006962,1,QUEENS
50006965,0,BROOKLYN
50006966,0,QUEENS
50006968,0,BROOKLYN
50006969,0,MANHATTAN
50006972,0,QUEENS
50006977,1,MANHATTAN
50006978,1,BROOKLYN
50006979,0,QUEENS
50006981,1,QUEENS
50006998,0,QUEENS
50007002,0,BROOKLYN
50007003,0,MANHATTAN
50007005,0,STATEN ISLAND
50007006,0,MANHATTAN
50007007,1,BROOKLYN
50007015,0,BROOKLYN
50007029,0,QUEENS
50007033,1,BROOKLYN
50007035,0,MANHATTAN
50007039,0,MANHATTAN
50007040,0,QUEENS
50007046,0,MANHATTAN
50007074,0,BROOKLYN
50007076,1,QUEENS
50007077,1,MANHATTAN
50007078,0,MANHATTAN
50007086,0,QUEENS
50007091,0,BROOKLYN
50007092,0,MANHATTAN
50007093,0,MANHATTAN
50007097,0,QUEENS
50007098,0,BROOKLYN
50007100,0,BRONX
50007102,0,MANHATTAN
50007103,0,MANHATTAN
50007119,1,BRONX
50007121,0,BROOKLYN
50007126,0,MANHATTAN
50007127,0,MANHATTAN
50007132,0,QUEENS
50007145,0,QUEENS
50007152,0,BROOKLYN
50007157,0,MANHATTAN
50007158,0,BROOKLYN
50007159,1,MANHATTAN
50007162,0,BRONX
50007193,0,BROOKLYN
50007194,0,MANHATTAN
50007196,0,BROOKLYN
50007210,0,MANHATTAN
50007212,0,BROOKLYN
50007215,0,QUEENS
50007216,1,QUEENS
50007219,0,BROOKLYN
50007228,0,BROOKLYN
50007230,0,BROOKLYN
50007232,0,MANHATTAN
50007234,0,MANHATTAN
50007237,0,BROOKLYN
50007238,0,MANHATTAN
50007239,0,BROOKLYN
50007240,0,BROOKLYN
50007243,0,QUEENS
50007245,0,MANHATTAN
50007247,0,MANHATTAN
50007252,0,MANHATTAN
50007253,0,MANHATTAN
50007257,0,QUEENS
50007274,1,BROOKLYN
50007275,1,QUEENS
50007297,0,MANHATTAN
50007299,0,BROOKLYN
50007305,0,BROOKLYN
50007306,0,BROOKLYN
50007311,0,BRONX
50007315,0,MANHATTAN
50007316,0,MANHATTAN
50007319,0,QUEENS
50007321,1,BRONX
50007323,0,QUEENS
50007331,0,MANHATTAN
50007345,0,MANHATTAN
50007352,0,MANHATTAN
50007359,1,QUEENS
50007361,0,QUEENS
50007362,0,BROOKLYN
50007363,0,BROOKLYN
50007366,0,MANHATTAN
50007375,0,MANHATTAN
50007379,0,BROOKLYN
50007380,1,BROOKLYN
50007381,0,QUEENS
50007382,0,BROOKLYN
50007383,0,MANHATTAN
50007387,0,MANHATTAN
50007392,0,MANHATTAN
50007410,0,MANHATTAN
50007413,0,QUEENS
50007415,0,MANHATTAN
50007421,0,BROOKLYN
50007424,0,BROOKLYN
50007427,1,QUEENS
50007431,1,QUEENS
50007432,0,QUEENS
50007437,-1,MANHATTAN
50007440,0,MANHATTAN
50007441,0,BROOKLYN
50007443,0,BROOKLYN
50007447,0,BROOKLYN
50007450,1,MANHATTAN
50007454,0,BROOKLYN
50007456,1,BROOKLYN
50007457,0,BROOKLYN
50007460,0,MANHATTAN
50007464,0,QUEENS
50007468,0,BRONX
50007469,0,BROOKLYN
50007470,0,MANHATTAN
50007471,0,QUEENS
50007472,0,MANHATTAN
50007474,0,QUEENS
50007475,0,MANHATTAN
50007476,0,BRONX
50007578,0,QUEENS
50007580,0,MANHATTAN
50007581,0,MANHATTAN
50007583,1,MANHATTAN
50007584,0,BRONX
50007596,0,QUEENS
50007598,0,BROOKLYN
50007604,0,BRONX
50007605,0,MANHATTAN
50007606,0,MANHATTAN
50007610,0,BROOKLYN
50007611,0,QUEENS
50007613,0,BROOKLYN
50007618,0,MANHATTAN
50007620,0,MANHATTAN
50007626,1,QUEENS
50007628,0,QUEENS
50007631,0,MANHATTAN
50007634,0,QUEENS
50007645,0,BROOKLYN
50007655,0,BROOKLYN
50007657,0,QUEENS
50007663,0,STATEN ISLAND
50007666,0,MANHATTAN
50007669,0,QUEENS
50007670,0,BROOKLYN
50007676,0,BROOKLYN
50007677,1,QUEENS
50007679,-1,MANHATTAN
50007697,0,MANHATTAN
50007708,0,MANHATTAN
50007713,0,BROOKLYN
50007714,0,MANHATTAN
50007717,0,BROOKLYN
50007733,0,BRONX
50007736,0,BROOKLYN
50007742,0,BROOKLYN
50007745,0,QUEENS
50007746,0,BRONX
50007748,0,BROOKLYN
50007765,0,QUEENS
50007767,1,QUEENS
50007773,0,BRONX
50007827,0,BROOKLYN
50007828,0,BROOKLYN
50007831,0,BRONX
50007837,0,BRONX
50007846,0,MANHATTAN
50007850,0,QUEENS
50007853,0,BROOKLYN
50007857,0,BRONX
50007858,1,BROOKLYN
50007859,0,BROOKLYN
50007869,0,QUEENS
50007871,1,MANHATTAN
50007874,0,BRONX
50007877,0,BROOKLYN
50007878,1,MANHATTAN
50007879,0,MANHATTAN
50007880,1,MANHATTAN
50007882,0,MANHATTAN
50007883,0,BROOKLYN
50007884,0,BROOKLYN
50007895,0,QUEENS
50007898,0,MANHATTAN
50007904,0,QUEENS
50007907,0,BROOKLYN
50007909,0,BROOKLYN
50007910,0,BROOKLYN
50007913,1,MANHATTAN
50007916,0,BROOKLYN
50007925,0,MANHATTAN
50007926,0,BROOKLYN
50007927,0,BRONX
50007929,0,BRONX
50007930,0,QUEENS
50007933,0,BRONX
50007940,0,MANHATTAN
50007942,0,QUEENS
50007949,1,MANHATTAN
50007953,0,MANHATTAN
50007955,0,MANHATTAN
50007962,0,MANHATTAN
50007965,0,MANHATTAN
50007970,0,BRONX
50007971,0,MANHATTAN
50007972,0,QUEENS
50007973,0,QUEENS
50007974,1,BRONX
50007996,0,MANHATTAN
50008005,0,BRONX
50008013,0,QUEENS
50008017,0,MANHATTAN
50008021,0,MANHATTAN
50008024,1,QUEENS
50008025,0,QUEENS
50008031,0,BROOKLYN
50008032,0,STATEN ISLAND
50008035,0,MANHATTAN
50008039,0,BROOKLYN
50008051,1,BRONX
50008059,0,MANHATTAN
50008060,0,MANHATTAN
50008061,0,BROOKLYN
50008064,0,BRONX
50008068,0,BROOKLYN
50008072,0,BROOKLYN
50008073,0,MANHATTAN
50008074,0,BROOKLYN
50008075,0,BROOKLYN
50008076,0,BROOKLYN
50008077,0,BRONX
50008084,0,BRONX
50008085,0,BRONX
50008086,0,QUEENS
50008087,0,QUEENS
50008090,0,MANHATTAN
50008092,0,MANHATTAN
50008096,0,BROOKLYN
50008097,0,BROOKLYN
50008103,0,MANHATTAN
50008104,0,MANHATTAN
50008105,0,BRONX
50008107,0,MANHATTAN
50008108,0,MANHATTAN
50008113,0,BROOKLYN
50008114,0,BROOKLYN
50008115,0,BROOKLYN
50008117,0,BROOKLYN
50008118,0,BROOKLYN
50008120,0,QUEENS
50008122,1,BRONX
50008124,0,BROOKLYN
50008126,0,QUEENS
50008129,0,QUEENS
50008130,0,QUEENS
50008135,0,MANHATTAN
50008136,0,MANHATTAN
50008137,0,MANHATTAN
50008138,0,MANHATTAN
50008139,0,MANHATTAN
50008140,0,MANHATTAN
50008145,0,MANHATTAN
50008146,0,QUEENS
50008149,0,BRONX
50008154,0,QUEENS
50008156,0,BRONX
50008157,0,BRONX
50008160,0,BROOKLYN
50008162,0,BROOKLYN
50008164,0,BROOKLYN
50008165,0,QUEENS
50008168,0,QUEENS
50008169,0,QUEENS
50008170,0,STATEN ISLAND
50008181,0,MANHATTAN
50008183,0,MANHATTAN
50008187,0,MANHATTAN
50008191,0,QUEENS
50008202,0,MANHATTAN
50008204,0,MANHATTAN
50008205,0,QUEENS
50008206,0,QUEENS
50008210,0,MANHATTAN
50008216,0,QUEENS
50008218,0,BROOKLYN
50008220,0,MANHATTAN
50008221,0,QUEENS
50008222,0,MANHATTAN
50008223,1,BRONX
50008230,0,MANHATTAN
50008231,0,BRONX
50008233,0,BRONX
50008234,0,MANHATTAN
50008235,0,BRONX
50008238,0,BROOKLYN
50008239,0,BRONX
50008241,0,MANHATTAN
50008244,1,QUEENS
50008245,0,BROOKLYN
50008252,0,QUEENS
50008255,0,BROOKLYN
50008256,0,BROOKLYN
50008258,0,BROOKLYN
50008259,0,MANHATTAN
50008263,0,QUEENS
50008265,0,MANHATTAN
50008268,0,BROOKLYN
50008279,1,MANHATTAN
50008280,1,QUEENS
50008281,0,MANHATTAN
50008282,0,BROOKLYN
50008285,0,MANHATTAN
50008287,0,MANHATTAN
50008301,0,MANHATTAN
50008304,0,BROOKLYN
50008308,0,STATEN ISLAND
50008310,0,MANHATTAN
50008317,0,STATEN ISLAND
50008319,1,MANHATTAN
50008320,0,QUEENS
50008321,0,BROOKLYN
50008323,0,MANHATTAN
50008329,0,MANHATTAN
50008334,0,BROOKLYN
50008339,0,QUEENS
50008347,0,MANHATTAN
50008350,0,QUEENS
50008352,0,BROOKLYN
50008353,0,MANHATTAN
50008354,0,QUEENS
50008356,0,MANHATTAN
50008364,0,MANHATTAN
50008372,0,QUEENS
50008374,1,MANHATTAN
50008376,0,BROOKLYN
50008407,0,BROOKLYN
50008409,0,MANHATTAN
50008413,0,MANHATTAN
50008416,0,BRONX
50008422,0,QUEENS
50008431,0,BROOKLYN
50008437,0,MANHATTAN
50008442,0,QUEENS
50008446,0,QUEENS
50008448,0,MANHATTAN
50008451,0,QUEENS
50008452,0,QUEENS
50008453,0,QUEENS
50008456,0,BRONX
50008477,0,MANHATTAN
50008479,0,QUEENS
50008485,0,MANHATTAN
50008493,1,QUEENS
50008496,0,BROOKLYN
50008497,0,BROOKLYN
50008500,1,QUEENS
50008504,0,BROOKLYN
50008511,0,QUEENS
50008512,0,BROOKLYN
50008515,0,QUEENS
50008517,0,QUEENS
50008532,0,MANHATTAN
50008533,1,MANHATTAN
50008539,0,QUEENS
50008540,0,MANHATTAN
50008544,0,QUEENS
50008546,0,QUEENS
50008548,0,MANHATTAN
50008551,0,BROOKLYN
50008557,0,QUEENS
50008562,1,BRONX
50008566,0,BROOKLYN
50008567,0,MANHATTAN
50008568,0,MANHATTAN
50008569,1,MANHATTAN
50008575,0,MANHATTAN
50008583,0,MANHATTAN
50008584,0,QUEENS
50008585,0,QUEENS
50008593,0,MANHATTAN
50008594,1,QUEENS
50008597,0,MANHATTAN
50008598,0,MANHATTAN
50008600,0,MANHATTAN
50008603,0,MANHATTAN
50008606,0,MANHATTAN
50008609,0,MANHATTAN
50008610,0,QUEENS
50008613,0,BROOKLYN
50008614,0,BROOKLYN
50008620,0,BRONX
50008621,1,BROOKLYN
50008629,0,MANHATTAN
50008635,0,MANHATTAN
50008640,0,BRONX
50008644,0,MANHATTAN
50008646,0,QUEENS
50008656,0,BROOKLYN
50008659,0,BROOKLYN
50008660,0,QUEENS
50008661,0,MANHATTAN
50008663,0,BROOKLYN
50008665,0,BRONX
50008666,1,QUEENS
50008669,0,MANHATTAN
50008675,0,BRONX
50008676,0,BRONX
50008684,0,BROOKLYN
50008689,0,MANHATTAN
50008696,0,QUEENS
50008702,1,MANHATTAN
50008709,1,STATEN ISLAND
50008717,0,MANHATTAN
50008722,0,BRONX
50008724,0,MANHATTAN
50008725,0,BROOKLYN
50008729,0,MANHATTAN
50008732,0,QUEENS
50008733,0,MANHATTAN
50008739,0,MANHATTAN
50008742,1,STATEN ISLAND
50008743,0,BRONX
50008750,0,BROOKLYN
50008761,0,BROOKLYN
50008765,1,QUEENS
50008767,0,STATEN ISLAND
50008769,0,BROOKLYN
50008770,0,QUEENS
50008771,0,QUEENS
50008774,0,BROOKLYN
50008783,0,MANHATTAN
50008787,0,QUEENS
50008801,0,BRONX
50008803,0,QUEENS
50008807,0,MANHATTAN
50008811,0,BROOKLYN
50008813,0,STATEN ISLAND
50008826,0,MANHATTAN
50008831,0,QUEENS
50008834,0,BRONX
50008837,-1,BROOKLYN
50008839,0,BRONX
50008840,1,STATEN ISLAND
50008841,0,BROOKLYN
50008850,0,QUEENS
50008853,0,BROOKLYN
50008857,0,BROOKLYN
50008858,0,BROOKLYN
50008861,1,BROOKLYN
50008867,0,BROOKLYN
50008870,0,BROOKLYN
50008876,0,BRONX
50008878,0,QUEENS
50008887,0,QUEENS
50008890,0,QUEENS
50008891,0,MANHATTAN
50008894,0,MANHATTAN
50008904,0,QUEENS
50008918,0,QUEENS
50008923,0,MANHATTAN
50008935,0,BROOKLYN
50008938,0,BROOKLYN
50008942,0,BROOKLYN
50008955,0,MANHATTAN
50008956,0,QUEENS
50008960,1,MANHATTAN
50008967,0,QUEENS
50008977,0,MANHATTAN
50008983,0,BROOKLYN
50008984,0,BROOKLYN
50008990,0,BRONX
50008995,0,MANHATTAN
50009001,1,MANHATTAN
50009004,0,QUEENS
50009005,0,MANHATTAN
50009007,0,MANHATTAN
50009013,0,BROOKLYN
50009019,0,MANHATTAN
50009022,0,MANHATTAN
50009033,1,MANHATTAN
50009047,0,MANHATTAN
50009048,0,MANHATTAN
50009053,0,MANHATTAN
50009057,0,BROOKLYN
50009058,0,MANHATTAN
50009060,0,MANHATTAN
50009061,0,BRONX
50009062,1,QUEENS
50009065,0,MANHATTAN
50009070,0,MANHATTAN
50009079,0,BROOKLYN
50009086,0,MANHATTAN
50009089,0,BROOKLYN
50009095,0,MANHATTAN
50009096,1,MANHATTAN
50009118,0,MANHATTAN
50009126,0,MANHATTAN
50009127,0,BROOKLYN
50009129,0,QUEENS
50009132,0,MANHATTAN
50009134,0,BROOKLYN
50009137,0,MANHATTAN
50009140,0,QUEENS
50009143,0,BROOKLYN
50009148,0,MANHATTAN
50009153,0,QUEENS
50009155,0,QUEENS
50009159,0,MANHATTAN
50009170,0,QUEENS
50009171,0,QUEENS
50009197,0,QUEENS
50009210,0,MANHATTAN
50009215,0,BROOKLYN
50009217,0,BROOKLYN
50009218,0,QUEENS
50009222,1,MANHATTAN
50009225,0,BROOKLYN
50009226,0,MANHATTAN
50009228,0,MANHATTAN
50009230,1,BROOKLYN
50009231,0,BROOKLYN
50009233,0,QUEENS
50009235,1,QUEENS
50009238,0,QUEENS
50009287,1,MANHATTAN
50009292,0,STATEN ISLAND
50009304,0,BRONX
50009307,1,BROOKLYN
50009313,1,STATEN ISLAND
50009320,0,BROOKLYN
50009321,0,MANHATTAN
50009324,1,QUEENS
50009326,0,MANHATTAN
50009331,1,MANHATTAN
50009332,0,MANHATTAN
50009335,0,MANHATTAN
50009336,0,BROOKLYN
50009338,0,MANHATTAN
50009339,0,BROOKLYN
50009340,0,BROOKLYN
50009342,0,BRONX
50009344,0,MANHATTAN
50009345,0,MANHATTAN
50009346,0,MANHATTAN
50009349,0,BROOKLYN
50009353,0,MANHATTAN
50009364,1,BROOKLYN
50009366,1,MANHATTAN
50009372,0,QUEENS
50009373,0,QUEENS
50009379,0,BROOKLYN
50009381,0,BRONX
50009386,0,MANHATTAN
50009405,1,QUEENS
50009407,0,MANHATTAN
50009409,0,BRONX
50009411,0,QUEENS
50009413,0,BROOKLYN
50009419,0,QUEENS
50009420,1,BROOKLYN
50009424,0,BROOKLYN
50009430,0,MANHATTAN
50009435,0,MANHATTAN
50009436,0,MANHATTAN
50009437,0,BRONX
50009441,0,BROOKLYN
50009442,0,MANHATTAN
50009452,0,MANHATTAN
50009455,0,MANHATTAN
50009459,0,QUEENS
50009465,1,MANHATTAN
50009466,1,BRONX
50009467,0,BRONX
50009468,1,BROOKLYN
50009469,0,BROOKLYN
50009470,0,QUEENS
50009471,0,BROOKLYN
50009473,0,MANHATTAN
50009476,0,MANHATTAN
50009477,0,MANHATTAN
50009480,0,MANHATTAN
50009481,0,QUEENS
50009484,0,QUEENS
50009487,0,QUEENS
50009495,0,BROOKLYN
50009498,1,BROOKLYN
50009499,0,MANHATTAN
50009500,0,MANHATTAN
50009507,1,QUEENS
50009512,0,MANHATTAN
50009513,0,MANHATTAN
50009519,0,BROOKLYN
50009526,1,MANHATTAN
50009539,0,BRONX
50009542,1,MANHATTAN
50009544,0,MANHATTAN
50009546,0,QUEENS
50009553,0,MANHATTAN
50009555,1,MANHATTAN
50009557,0,BROOKLYN
50009561,0,MANHATTAN
50009564,0,QUEENS
50009573,0,MANHATTAN
50009575,0,MANHATTAN
50009577,0,MANHATTAN
50009578,0,MANHATTAN
50009591,0,QUEENS
50009600,1,QUEENS
50009615,0,BROOKLYN
50009617,0,QUEENS
50009619,0,QUEENS
50009624,0,MANHATTAN
